word_form,part_of_speech,lemgram,compound,raw_frequency,relative_frequency,stem
litat,VB.SUP.AKT,|lita..vb.1|,-,4,5.17025,lita
förstudörren,NN.UTR.SIN.DEF.NOM,|,-,4,5.17025,
foro,NN.UTR.SIN.IND.NOM,|,-,4,5.17025,
Vänta,VB.INF.AKT,|vänta..vb.1|,+,4,5.17025,vänta
Mitt,AB,|mitt..ab.1|,-,4,5.17025,mitt
sig,PN.UTR+NEU.SIN+PLU.DEF.OBJ,|sig..pn.1|dra_sig..vbm.1|dra_till_sig..vbm.1|till_sig..avm.1|,-,4,5.17025,sig
ursinnigt,AB.POS,|ursinnig..av.1|,-,4,5.17025,ursinnig
sig,PN.UTR+NEU.SIN+PLU.DEF.OBJ,|sig..pn.1|försörja_sig..vbm.1|,-,4,5.17025,sig
skötte,VB.PRT.AKT,|sköta..vb.1|sköta_sig..vbm.1|,-,4,5.17025,sköta
nordväst,NN.UTR.SIN.IND.NOM,|nordväst..nn.1|,+,4,5.17025,nordväst
Plutti-plutti-plutt,PM.NOM,|,-,4,5.17025,
DEM,PM.NOM,|,-,4,5.17025,
bokstäverna,NN.UTR.PLU.DEF.NOM,|bokstav..nn.1|,+,4,5.17025,bokstav
pöl,NN.UTR.SIN.IND.NOM,|pöl..nn.1|,-,4,5.17025,pöl
LIV,NN.NEU.SIN.IND.NOM,|liv..nn.1|,+,4,5.17025,liv
er,PN.UTR.SIN.DEF.OBJ,|ni..pn.1|ge_sig..vbm.1|,-,4,5.17025,ni
svällde,VB.PRT.AKT,|svälla..vb.1|,-,4,5.17025,svälla
majestätisk,JJ.POS.UTR.SIN.IND.NOM,|majestätisk..av.1|,-,4,5.17025,majestätisk
backarna,NN.UTR.PLU.DEF.NOM,|backe..nn.1|back..nn.1|,-,4,5.17025,backe
sig,PN.UTR+NEU.SIN+PLU.DEF.OBJ,|sig..pn.1|flytta_på_sig..vbm.1|flytta_sig..vbm.1|,-,4,5.17025,sig
Kårarvet,NN.NEU.SIN.DEF.NOM,|,+,4,5.17025,
bedrövelse,NN.UTR.SIN.IND.NOM,|bedrövelse..nn.1|,-,4,5.17025,bedrövelse
Abrahamsson,PM.NOM,|Abrahamsson..pm.1|,-,4,5.17025,Abrahamsson
enskild,JJ.POS.UTR.SIN.IND.NOM,|enskild..av.1|,+,4,5.17025,enskild
idioter,NN.UTR.PLU.IND.NOM,|idiot..nn.1|,-,4,5.17025,idiot
sax,NN.UTR.SIN.IND.NOM,|sax..nn.1|,-,4,5.17025,sax
oss,PN.UTR.PLU.DEF.OBJ,|vi..pn.1|bry_sig..vbm.1|,-,4,5.17025,vi
för,PP,|för..pp.1|för_en_stund..abm.1|för_en_stund_sedan..abm.1|,-,4,5.17025,för
Sinterklaas,PM.NOM,|,-,4,5.17025,
besinning,NN.UTR.SIN.IND.NOM,|besinning..nn.1|,-,4,5.17025,besinning
Självfallet,AB.POS,|självfallet..ab.1|självfallen..av.1|,-,4,5.17025,självfallet
teckningen,NN.UTR.SIN.DEF.NOM,|teckning..nn.1|,-,4,5.17025,teckning
mans,NN.UTR.SIN.IND.GEN,|man..nn.2|man..nn.1|,-,4,5.17025,man
säga,VB.INF.AKT,|säga..vb.1|för_att_inte_säga..abm.1|,-,4,5.17025,säga
tomt,NN.UTR.SIN.IND.NOM,|tomt..nn.1|,-,4,5.17025,tomt
jättedöttrarna,NN.UTR.PLU.DEF.NOM,|,+,4,5.17025,
kvällståget,NN.NEU.SIN.DEF.NOM,|,+,4,5.17025,
säkerhetsventilen,NN.UTR.SIN.DEF.NOM,|säkerhetsventil..nn.1|,+,4,5.17025,säkerhetsventil
Sis,NN.NEU.SIN.IND.NOM,|sis..nn.1|,-,4,5.17025,sis
trappen,NN.UTR.SIN.DEF.NOM,|trapp..nn.2|trapp..nn.1|,+,4,5.17025,trapp
bekvämare,JJ.KOM.UTR+NEU.SIN+PLU.IND+DEF.NOM,|bekväm..av.1|,-,4,5.17025,bekväm
Conny,PM.NOM,|Conny..pm.1|,-,4,5.17025,Conny
mig,PN.UTR.SIN.DEF.OBJ,|jag..pn.1|ge_sig..vbm.1|ge_sig_i_väg..vbm.1|,-,4,5.17025,jag
tog,VB.PRT.AKT,|ta..vb.1|ta_ned..vbm.1|,-,4,5.17025,ta
pådrivarna,NN.UTR.PLU.DEF.NOM,|pådrivare..nn.1|,+,4,5.17025,pådrivare
breder,VB.PRS.AKT,|bre..vb.1|bre_ut..vbm.1|bre_ut_sig..vbm.1|,-,4,5.17025,bre
upp,PL,|upp..ab.1|föra_upp..vbm.1|,-,4,5.17025,upp
uppifrån,PP,|uppifrån..pp.1|,-,4,5.17025,uppifrån
Följande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|följande..av.1|följa..vb.1|,-,4,5.17025,följande
åldern,NN.UTR.SIN.DEF.NOM,|ålder..nn.1|,-,4,5.17025,ålder
kalvar,NN.UTR.PLU.IND.NOM,|kalv..nn.1|,+,4,5.17025,kalv
härav,AB,|härav..ab.1|,+,4,5.17025,härav
föreställt,VB.SUP.AKT,|föreställa..vb.1|föreställa_sig..vbm.1|,-,4,5.17025,föreställa
hågen,NN.UTR.SIN.DEF.NOM,|håg..nn.1|,-,4,5.17025,håg
sig,PN.UTR+NEU.SIN+PLU.DEF.OBJ,|sig..pn.1|betänka_sig..vbm.1|,-,4,5.17025,sig
hem,PL,|hem..ab.1|köra_hem..vbm.1|,-,4,5.17025,hem
såpa,NN.UTR.SIN.IND.NOM,|såpa..nn.1|,-,4,5.17025,såpa
sörjer,VB.PRS.AKT,|sörja..vb.1|,-,4,5.17025,sörja
livet,NN.NEU.SIN.DEF.NOM,|liv..nn.1|aldrig_i_livet..abm.1|i_livet..avm.1|,-,4,5.17025,liv
Australiens,PM.GEN,|Australien..pm.2|Australien..pm.1|,-,4,5.17025,Australien
krigare,NN.UTR.PLU.IND.NOM,|krigare..nn.1|,-,4,5.17025,krigare
gått,VB.SUP.AKT,|gå..vb.1|gå_sönder..vbm.1|,-,4,5.17025,gå
svävar,VB.PRS.AKT,|sväva..vb.1|,-,4,5.17025,sväva
Parveln,NN.UTR.SIN.DEF.NOM,|parvel..nn.1|,-,4,5.17025,parvel
envis,JJ.POS.UTR.SIN.IND.NOM,|envis..av.1|,+,4,5.17025,envis
jycke,NN.UTR.SIN.IND.NOM,|jycke..nn.1|,-,4,5.17025,jycke
salong,NN.UTR.SIN.IND.NOM,|salong..nn.1|,-,4,5.17025,salong
kyrkklockor,NN.UTR.PLU.IND.NOM,|kyrkklocka..nn.1|,+,4,5.17025,kyrkklocka
klarade,VB.PRT.AKT,|klara..vb.2|klara..vb.1|,-,4,5.17025,klara
olyckligt,AB.POS,|olycklig..av.1|,-,4,5.17025,olycklig
storbegravning,NN.UTR.SIN.IND.NOM,|,+,4,5.17025,
aningen,NN.UTR.SIN.DEF.NOM,|aning..nn.1|,-,4,5.17025,aning
bittert,AB.POS,|bitter..av.1|,-,4,5.17025,bitter
nästen,NN.NEU.PLU.IND.NOM,|näste..nn.1|,+,4,5.17025,näste
Bodil,PM.NOM,|,-,4,5.17025,
haltade,VB.PRT.AKT,|halta..vb.1|,-,4,5.17025,halta
IO,RG.NOM,|,-,4,5.17025,
klick,IN,|,-,4,5.17025,
födelsedagen,NN.UTR.SIN.DEF.NOM,|födelsedag..nn.1|,+,4,5.17025,födelsedag
befriat,VB.SUP.AKT,|befria..vb.1|,-,4,5.17025,befria
skakat,VB.SUP.AKT,|skaka..vb.2|skaka..vb.1|,-,4,5.17025,skaka
dra,VB.INF.AKT,|dra..vb.1|dra_sig..vbm.1|dra_sig_tillbaka..vbm.1|,-,4,5.17025,dra
personal,NN.UTR.SIN.IND.NOM,|personal..nn.2|personal..nn.1|,+,4,5.17025,personal
invigde,VB.PRT.AKT,|inviga..vb.1|,+,4,5.17025,inviga
skriva,VB.INF.AKT,|skriva..vb.1|skriva_ut..vbm.1|,-,4,5.17025,skriva
DESS,PM.NOM,|,-,4,5.17025,
smått,AB,|smått..av.1|så_smått..abm.1|,-,4,5.17025,smått
fienden,NN.UTR.SIN.DEF.NOM,|fiende..nn.1|,-,4,5.17025,fiende
sängkläder,NN.UTR.PLU.IND.NOM,|sängkläder..nn.1|,+,4,5.17025,sängkläder
klo,NN.UTR.SIN.IND.NOM,|klo..nn.2|klo..nn.1|,-,4,5.17025,klo
sota,VB.INF.AKT,|sota..vb.2|sota..vb.1|,+,4,5.17025,sota
sorglig,JJ.POS.UTR.SIN.IND.NOM,|sorglig..av.1|,-,4,5.17025,sorglig
halsen,NN.UTR.SIN.DEF.NOM,|hals..nn.1|sätta_i_halsen..vbm.1|,+,4,5.17025,hals
ströp,VB.PRT.AKT,|strypa..vb.1|,-,4,5.17025,strypa
skam,NN.UTR.SIN.IND.NOM,|skam..nn.1|,-,4,5.17025,skam
våldsamma,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|våldsam..av.1|,-,4,5.17025,våldsam
bössor,NN.UTR.PLU.IND.NOM,|bössa..nn.1|,-,4,5.17025,bössa
Sätt,VB.IMP.AKT,|sätta..vb.1|sätta_sig..vbm.1|sätta_opp..vbm.1|sätta_sig_opp..vbm.1|,-,4,5.17025,sätta
månvarv,NN.NEU.SIN.IND.NOM,|månvarv..nn.1|,+,4,5.17025,månvarv
i,PP,|i..pp.1|ta_i_anspråk..vbm.1|,-,4,5.17025,i
nazisten,NN.UTR.SIN.DEF.NOM,|nazist..nn.1|,+,4,5.17025,nazist
upp,PL,|upp..ab.1|säga_upp..vbm.1|säga_upp_sig..vbm.1|,-,4,5.17025,upp
trivsamma,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|trivsam..av.1|,-,4,5.17025,trivsam
utlåtande,NN.NEU.SIN.IND.NOM,|utlåtande..nn.1|,+,4,5.17025,utlåtande
smärtor,NN.UTR.PLU.IND.NOM,|smärta..nn.1|,-,4,5.17025,smärta
trångmål,NN.NEU.SIN.IND.NOM,|trångmål..nn.1|,+,4,5.17025,trångmål
nött,PC.PRF.UTR.SIN.IND.NOM,|nött..av.1|nöta..vb.1|,-,4,5.17025,nött
genomträngande,JJ.POS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|genomträngande..av.1|,+,4,5.17025,genomträngande
Schiff,PM.NOM,|,-,4,5.17025,
fundersamt,AB.POS,|fundersam..av.1|,-,4,5.17025,fundersam
Människor,NN.UTR.PLU.IND.NOM,|människa..nn.1|,-,4,5.17025,människa
kaskad,NN.UTR.SIN.IND.NOM,|kaskad..nn.1|,-,4,5.17025,kaskad
bäck,NN.UTR.SIN.IND.NOM,|bäck..nn.1|,-,4,5.17025,bäck
ängel,NN.UTR.SIN.IND.NOM,|ängel..nn.1|,+,4,5.17025,ängel
steniga,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|stenig..av.1|,-,4,5.17025,stenig
perioden,NN.UTR.SIN.DEF.NOM,|period..nn.1|,-,4,5.17025,period
hålla,VB.INF.AKT,|hålla..vb.1|hålla_sig..vbm.1|hålla_tyst..vbm.1|,+,4,5.17025,hålla
vansinnig,JJ.POS.UTR.SIN.IND.NOM,|vansinnig..av.1|,-,4,5.17025,vansinnig
ordern,NN.UTR.SIN.DEF.NOM,|order..nn.1|,-,4,5.17025,order
i,PP,|i..pp.1|sätta_i_halsen..vbm.1|,-,4,5.17025,i
Frukost,NN.UTR.SIN.IND.NOM,|frukost..nn.1|,+,4,5.17025,frukost
sidan,NN.UTR.SIN.DEF.NOM,|sida..nn.1|å_ena_sidan..abm.1|,-,4,5.17025,sida
bortglömd,JJ.POS.UTR.SIN.IND.NOM,|bortglömd..av.1|,-,4,5.17025,bortglömd
strövade,VB.PRT.AKT,|ströva..vb.1|,-,4,5.17025,ströva
björnungarna,NN.UTR.PLU.DEF.NOM,|,+,4,5.17025,
HÄR,AB,|här..ab.1|,-,4,5.17025,här
"0,75",RG.NOM,|,-,4,5.17025,
uppe,AB,|uppe..ab.1|mitt_uppe_i..ppm.1|,-,4,5.17025,uppe
minister,NN.UTR.SIN.IND.NOM,|minister..nn.1|,+,4,5.17025,minister
häckar,NN.UTR.PLU.IND.NOM,|häck..nn.1|,-,4,5.17025,häck
emellanåt,AB,|emellanåt..ab.1|någon_gång_emellanåt..abm.1|,-,4,5.17025,emellanåt
pinnen,NN.UTR.SIN.DEF.NOM,|pinne..nn.1|,+,4,5.17025,pinne
femöring,NN.UTR.SIN.IND.NOM,|femöring..nn.1|,+,4,5.17025,femöring
brakande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|braka..vb.1|,-,4,5.17025,braka
gemensamma,JJ.POS.UTR+NEU.SIN.DEF.NOM,|gemensam..av.1|,+,4,5.17025,gemensam
Tala,VB.INF.AKT,|tala..vb.1|tala_om..vbm.1|,-,4,5.17025,tala
I,PP,|i..pp.1|i_stället..abm.1|i_stället_för..ppm.1|,-,4,5.17025,i
DECEMBER,NN.UTR.PLU.IND.NOM,|december..nn.1|,-,4,5.17025,december
obefintlig,JJ.POS.UTR.SIN.IND.NOM,|obefintlig..av.1|,-,4,5.17025,obefintlig
likgiltigt,AB.POS,|likgiltig..av.1|,+,4,5.17025,likgiltig
drivor,NN.UTR.PLU.IND.NOM,|driva..nn.1|,-,4,5.17025,driva
sydväst,NN.UTR.SIN.IND.NOM,|sydväst..nn.2|sydväst..nn.1|,+,4,5.17025,sydväst
mamman,NN.UTR.SIN.DEF.NOM,|mamma..nn.1|,-,4,5.17025,mamma
raskt,JJ.POS.NEU.SIN.IND.NOM,|rask..av.1|,-,4,5.17025,rask
smeka,VB.INF.AKT,|smeka..vb.1|,-,4,5.17025,smeka
komma,VB.INF.AKT,|komma..vb.1|komma_underfund..vbm.1|,-,4,5.17025,komma
MARGOT,PM.NOM,|,-,4,5.17025,
funnos,NN.UTR.SIN.IND.NOM,|,-,4,5.17025,
visdom,NN.UTR.SIN.IND.NOM,|visdom..nn.1|,+,4,5.17025,visdom
lämnades,VB.PRT.SFO,|lämna..vb.1|,-,4,5.17025,lämna
blev,VB.PRT.AKT,|bli..vb.1|bli_varse..vbm.1|,-,4,5.17025,bli
ner,AB,|ner..ab.1|lägga_ner..vbm.1|lägga_sig_ner..vbm.1|,-,4,5.17025,ner
BJÖRNEN,NN.UTR.SIN.DEF.NOM,|björn..nn.1|,+,4,5.17025,björn
sjuka,JJ.POS.UTR+NEU.SIN.DEF.NOM,|sjuk..av.1|,-,4,5.17025,sjuk
på,PP,|på..pp.1|flytta_på_sig..vbm.1|,-,4,5.17025,på
omkom,VB.PRT.AKT,|omkomma..vb.1|,+,4,5.17025,omkomma
agera,VB.INF.AKT,|agera..vb.2|agera..vb.1|,-,4,5.17025,agera
överlägsen,JJ.POS.UTR.SIN.IND.NOM,|överlägsen..av.1|,-,4,5.17025,överlägsen
klokhet,NN.UTR.SIN.IND.NOM,|klokhet..nn.1|,-,4,5.17025,klokhet
tjugotvå,RG.NOM,|tjugotvå..nl.1|,-,4,5.17025,tjugotvå
feminist,NN.UTR.SIN.IND.NOM,|feminist..nn.1|,-,4,5.17025,feminist
skämt,NN.NEU.PLU.IND.NOM,|skämt..nn.1|,-,4,5.17025,skämt
rysliga,JJ.POS.UTR+NEU.SIN.DEF.NOM,|ryslig..av.1|,-,4,5.17025,ryslig
obarmhärtigt,AB.POS,|obarmhärtig..av.1|,-,4,5.17025,obarmhärtig
herrgårdarna,NN.UTR.PLU.DEF.NOM,|herrgård..nn.1|,+,4,5.17025,herrgård
någon,DT.UTR.SIN.IND,|någon..pn.1|någon_gång..abm.1|någon_gång_emellanåt..abm.1|,-,4,5.17025,någon
bandet,NN.NEU.SIN.DEF.NOM,|band..nn.1|,-,4,5.17025,band
kvinnlig,JJ.POS.UTR.SIN.IND.NOM,|kvinnlig..av.2|kvinnlig..av.1|,-,4,5.17025,kvinnlig
som,KN,|titt_som_tätt..abm.1|,-,4,5.17025,titt_som_tätt
speciella,JJ.POS.UTR+NEU.SIN.DEF.NOM,|speciell..av.1|,-,4,5.17025,speciell
valp,NN.UTR.SIN.IND.NOM,|valp..nn.1|,-,4,5.17025,valp
Betyder,VB.PRS.AKT,|betyda..vb.1|,-,4,5.17025,betyda
bedrägeri,NN.NEU.SIN.IND.NOM,|bedrägeri..nn.1|,-,4,5.17025,bedrägeri
ge,VB.INF.AKT,|ge..vb.1|ge_vika..vbm.1|,-,4,5.17025,ge
smärtan,NN.UTR.SIN.DEF.NOM,|smärta..nn.1|,-,4,5.17025,smärta
i,PP,|i..pp.1|i_samma_stund..abm.1|,-,4,5.17025,i
Tooks,PM.GEN,|,-,4,5.17025,
på,PP,|på..pp.1|på_spåren..avm.1|,-,4,5.17025,på
tömt,VB.SUP.AKT,|tömma..vb.1|,-,4,5.17025,tömma
XLIII,PM.NOM,|,-,4,5.17025,
Sade,VB.PRT.AKT,|säga..vb.1|,-,4,5.17025,säga
vindskupans,NN.UTR.SIN.DEF.GEN,|vindskupa..nn.1|,+,4,5.17025,vindskupa
BLODSKULD,PM.NOM,|,-,4,5.17025,
konsultera,VB.INF.AKT,|konsultera..vb.1|,-,4,5.17025,konsultera
skrapa,VB.INF.AKT,|skrapa..vb.1|,-,4,5.17025,skrapa
använts,VB.SUP.SFO,|använda..vb.1|,+,4,5.17025,använda
höll,VB.PRT.AKT,|hålla..vb.1|hålla_till..vbm.1|,-,4,5.17025,hålla
uttryckslösa,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|uttryckslös..av.1|,+,4,5.17025,uttryckslös
Dunfins,PM.GEN,|,-,4,5.17025,
ifatt,PL,|ifatt..ab.1|,-,4,5.17025,ifatt
anmärka,VB.INF.AKT,|anmärka..vb.1|,+,4,5.17025,anmärka
Engelska,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|engelsk..av.1|,-,4,5.17025,engelsk
bortkastad,PC.PRF.UTR.SIN.IND.NOM,|kasta_bort..vbm.1|bortkastad..av.1|,+,4,5.17025,kasta_bort
dataskärmen,NN.UTR.SIN.DEF.NOM,|dataskärm..nn.1|,+,4,5.17025,dataskärm
förströelse,NN.UTR.SIN.IND.NOM,|förströelse..nn.1|,-,4,5.17025,förströelse
ZU,PM.NOM,|,-,4,5.17025,
granskog,NN.UTR.SIN.IND.NOM,|granskog..nn.1|,+,4,5.17025,granskog
blinkar,VB.PRS.AKT,|blinka..vb.1|,-,4,5.17025,blinka
partner,NN.UTR.SIN.IND.NOM,|partner..nn.1|,-,4,5.17025,partner
ner,PL,|ner..ab.1|hasa_ner..vbm.1|hasa_ner..vbm.2|,-,4,5.17025,ner
fast,JJ.POS.UTR.SIN.IND.NOM,|fast..av.1|fast_mark..nnm.1|,-,4,5.17025,fast
hemåt,AB,|hemåt..ab.1|,-,4,5.17025,hemåt
säckarna,NN.UTR.PLU.DEF.NOM,|säck..nn.1|,-,4,5.17025,säck
ner,PL,|ner..ab.1|stiga_ner..vbm.1|,-,4,5.17025,ner
psykologi,NN.UTR.SIN.IND.NOM,|psykologi..nn.1|,-,4,5.17025,psykologi
skickligt,AB.POS,|skicklig..av.1|,-,4,5.17025,skicklig
nöt,NN.NEU.SIN.IND.NOM,|nöt..nn.2|,-,4,5.17025,nöt
behåll,NN.NEU.SIN.IND.NOM,|i_behåll..avm.1|,-,4,5.17025,i_behåll
värderade,VB.PRT.AKT,|värdera..vb.1|,-,4,5.17025,värdera
milde,JJ.POS.MAS.SIN.DEF.NOM,|mild..av.1|,-,4,5.17025,mild
YOU,PM.NOM,|,-,4,5.17025,
Vintern,NN.UTR.SIN.DEF.NOM,|vinter..nn.1|,+,4,5.17025,vinter
härskade,VB.PRT.AKT,|härska..vb.1|,-,4,5.17025,härska
en,DT.UTR.SIN.IND,|en..al.1|en_gnutta..pnm.1|en_gnutta..abm.1|,-,4,5.17025,en
ålderdom,NN.UTR.SIN.IND.NOM,|ålderdom..nn.1|,-,4,5.17025,ålderdom
gett,VB.SUP.AKT,|ge..vb.1|ge_sig..vbm.1|ge_sig_ut..vbm.1|ge_ut..vbm.1|,-,4,5.17025,ge
påskriften,NN.UTR.SIN.DEF.NOM,|påskrift..nn.1|,+,4,5.17025,påskrift
kackla,VB.INF.AKT,|kackla..vb.1|,+,4,5.17025,kackla
förskräckelsen,NN.UTR.SIN.DEF.NOM,|förskräckelse..nn.1|,-,4,5.17025,förskräckelse
lapska,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|lapsk..av.1|,-,4,5.17025,lapsk
skrevs,VB.PRT.SFO,|skriva..vb.1|,-,4,5.17025,skriva
översvämningar,NN.UTR.PLU.IND.NOM,|översvämning..nn.1|,-,4,5.17025,översvämning
lina,NN.UTR.SIN.IND.NOM,|lina..nn.1|gå_på_lina..vbm.1|,-,4,5.17025,lina
staren,NN.UTR.SIN.DEF.NOM,|stare..nn.1|,+,4,5.17025,stare
dubbeldosis,NN.UTR.SIN.IND.NOM,|,+,4,5.17025,
tös,NN.UTR.SIN.IND.NOM,|tös..nn.1|,-,4,5.17025,tös
skadestånd,NN.NEU.SIN.IND.NOM,|skadestånd..nn.1|,+,4,5.17025,skadestånd
tunga,NN.UTR.SIN.IND.NOM,|tunga..nn.2|tunga..nn.1|,-,4,5.17025,tunga
Säger,VB.PRS.AKT,|säga..vb.1|,-,4,5.17025,säga
Orkrist,PM.NOM,|,-,4,5.17025,
insikt,NN.UTR.SIN.IND.NOM,|insikt..nn.1|,+,4,5.17025,insikt
band,VB.PRT.AKT,|binda..vb.1|binda_fast..vbm.1|,-,4,5.17025,binda
gol,VB.PRT.AKT,|gala..vb.1|,-,4,5.17025,gala
redovisa,VB.INF.AKT,|redovisa..vb.1|,+,4,5.17025,redovisa
krävs,VB.PRS.SFO,|krävas..vb.1|kräva..vb.1|,-,4,5.17025,krävas
bergstrakter,NN.UTR.PLU.IND.NOM,|bergstrakt..nn.1|,+,4,5.17025,bergstrakt
på,PP,|på..pp.1|gå_på_lina..vbm.1|,-,4,5.17025,på
Björn,NN.UTR.SIN.IND.NOM,|björn..nn.1|,-,4,5.17025,björn
dess,AB,|innan_dess..abm.1|,-,4,5.17025,innan_dess
inga,PN.UTR+NEU.PLU.IND.SUB+OBJ,|ingen..pn.1|,-,4,5.17025,ingen
uppskattade,VB.PRT.AKT,|uppskatta..vb.1|,+,4,5.17025,uppskatta
fram,PL,|fram..ab.1|rycka_fram..vbm.1|,-,4,5.17025,fram
FLYTANDE,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|flyta..vb.1|,-,4,5.17025,flyta
armbågen,NN.UTR.SIN.DEF.NOM,|armbåge..nn.1|,+,4,5.17025,armbåge
tron,NN.UTR.SIN.DEF.NOM,|tro..nn.1|,-,4,5.17025,tro
i,PP,|i..pp.1|komma_i_fråga..vbm.1|i_fråga..abm.1|,-,4,5.17025,i
sedan,AB,|sedan..ab.1|för_en_stund_sedan..abm.1|,+,4,5.17025,sedan
haven,NN.NEU.PLU.DEF.NOM,|hav..nn.1|,+,4,5.17025,hav
trast,NN.UTR.SIN.IND.NOM,|trast..nn.1|,-,4,5.17025,trast
grunden,NN.UTR.SIN.DEF.NOM,|grund..nn.1|i_grunden..abm.1|,-,4,5.17025,grund
vals,NN.UTR.SIN.IND.NOM,|vals..nn.2|vals..nn.1|,-,4,5.17025,vals
Dumheter,NN.UTR.PLU.IND.NOM,|dumhet..nn.1|,-,4,5.17025,dumhet
Vatten,NN.NEU.SIN.IND.NOM,|vatten..nn.1|,-,4,5.17025,vatten
betesmark,NN.UTR.SIN.IND.NOM,|betesmark..nn.1|,+,4,5.17025,betesmark
Gävle,PM.NOM,|Gävle..pm.1|,-,4,5.17025,Gävle
välbehållna,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|välbehållen..av.1|,+,4,5.17025,välbehållen
intrycket,NN.NEU.SIN.DEF.NOM,|intryck..nn.1|,+,4,5.17025,intryck
bakat,PC.PRF.NEU.SIN.IND.NOM,|baka..vb.1|,-,4,5.17025,baka
sinnes,NN.NEU.SIN.IND.GEN,|sinne..nn.1|till_sinnes..abm.1|,-,4,5.17025,sinne
efterbliven,JJ.POS.UTR.SIN.IND.NOM,|efterbliven..av.1|,-,4,5.17025,efterbliven
ers,NN.UTR.SIN.DEF.GEN,|,-,4,5.17025,
bestått,VB.SUP.AKT,|bestå..vb.1|,-,4,5.17025,bestå
skickats,VB.SUP.SFO,|skicka..vb.1|,-,4,5.17025,skicka
banade,VB.PRT.AKT,|bana_väg..vbm.1|,-,4,5.17025,bana_väg
försäkrat,VB.SUP.AKT,|försäkra..vb.1|,+,4,5.17025,försäkra
kaffebryggaren,NN.UTR.SIN.DEF.NOM,|kaffebryggare..nn.1|,+,4,5.17025,kaffebryggare
mjödet,NN.NEU.SIN.DEF.NOM,|mjöd..nn.1|,-,4,5.17025,mjöd
hjulet,NN.NEU.SIN.DEF.NOM,|hjul..nn.1|,-,4,5.17025,hjul
klippta,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|klippa..vb.1|,-,4,5.17025,klippa
till,PP,|till..pp.1|lycka_till..inm.1|,-,4,5.17025,till
välviljan,NN.UTR.SIN.DEF.NOM,|välvilja..nn.1|,+,4,5.17025,välvilja
Sammantaget,AB,|sammantagen..av.1|,+,4,5.17025,sammantagen
Jönköping,PM.NOM,|Jönköping..pm.1|,-,4,5.17025,Jönköping
djärv,JJ.POS.UTR.SIN.IND.NOM,|djärv..av.1|,-,4,5.17025,djärv
stenblock,NN.NEU.PLU.IND.NOM,|stenblock..nn.1|,+,4,5.17025,stenblock
privatspaningar,NN.UTR.PLU.IND.NOM,|,+,4,5.17025,
naglarna,NN.UTR.PLU.DEF.NOM,|nagel..nn.1|,-,4,5.17025,nagel
fienderna,NN.UTR.PLU.DEF.NOM,|fiende..nn.1|,-,4,5.17025,fiende
lämpliga,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|lämplig..av.1|,-,4,5.17025,lämplig
kampen,NN.UTR.SIN.DEF.NOM,|kamp..nn.2|kamp..nn.1|,+,4,5.17025,kamp
hedra,VB.INF.AKT,|hedra..vb.1|,-,4,5.17025,hedra
knep,NN.NEU.PLU.IND.NOM,|knep..nn.1|,-,4,5.17025,knep
Tookska,JJ.POS.UTR+NEU.SIN.DEF.NOM,|,-,4,5.17025,
vänliga,JJ.POS.UTR+NEU.SIN.DEF.NOM,|vänlig..av.1|,-,4,5.17025,vänlig
utskjutande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|utskjutande..av.1|,+,4,5.17025,utskjutande
lärkor,NN.UTR.PLU.IND.NOM,|lärka..nn.1|,+,4,5.17025,lärka
billig,JJ.POS.UTR.SIN.IND.NOM,|billig..av.1|,-,4,5.17025,billig
inte,AB,|inte..ab.1|inte_på_långa_vägar..abm.1|,-,4,5.17025,inte
Morias,PM.GEN,|,-,4,5.17025,
B,PM.NOM,|B..pma.1|,-,4,5.17025,B
återkommit,VB.SUP.AKT,|återkomma..vb.1|,+,4,5.17025,återkomma
rämnor,NN.UTR.PLU.IND.NOM,|rämna..nn.1|,-,4,5.17025,rämna
tavlorna,NN.UTR.PLU.DEF.NOM,|tavla..nn.1|,-,4,5.17025,tavla
tillhörigheter,NN.UTR.PLU.IND.NOM,|tillhörigheter..nn.1|tillhörighet..nn.1|,-,4,5.17025,tillhörigheter
grannaste,JJ.SUV.UTR+NEU.SIN+PLU.DEF.NOM,|grann..av.1|,-,4,5.17025,grann
fäbodvallen,NN.UTR.SIN.DEF.NOM,|fäbodvall..nn.1|,+,4,5.17025,fäbodvall
generaler,NN.UTR.PLU.IND.NOM,|general..nn.1|,-,4,5.17025,general
gripit,VB.SUP.AKT,|gripa..vb.1|,-,4,5.17025,gripa
kantad,PC.PRF.UTR.SIN.IND.NOM,|kanta..vb.1|,-,4,5.17025,kanta
