word_form,part_of_speech,lemgram,compound,raw_frequency,relative_frequency
mountain,NN,__UNDEF__,+,120,161.445258
number,NN,__UNDEF__,+,120,161.445258
hour,NN,__UNDEF__,+,119,160.099881
answered,VBD,__UNDEF__,+,119,160.099881
Of,IN,__UNDEF__,+,118,158.754504
path,NN,__UNDEF__,+,118,158.754504
fun,NN,__UNDEF__,+,118,158.754504
stay,VB,__UNDEF__,+,118,158.754504
case,NN,__UNDEF__,+,118,158.754504
week,NN,__UNDEF__,+,118,158.754504
no_one,PRP,__UNDEF__,+,117,157.409127
look,NN,__UNDEF__,+,117,157.409127
gray,JJ,__UNDEF__,+,117,157.409127
taking,VBG,__UNDEF__,+,116,156.063749
Martin,NP,__UNDEF__,+,116,156.063749
shouted,VBD,__UNDEF__,+,115,154.718372
five,Z,__UNDEF__,+,115,154.718372
bridge,NN,__UNDEF__,+,115,154.718372
all,__UNDEF__,__UNDEF__,+,115,154.718372
grew,VBD,__UNDEF__,+,115,154.718372
wind,NN,__UNDEF__,+,115,154.718372
either,RB,__UNDEF__,+,115,154.718372
Rabbit,NP,__UNDEF__,+,114,153.372995
beside,IN,__UNDEF__,+,114,153.372995
eagle,NN,__UNDEF__,+,114,153.372995
Dussel,NP,__UNDEF__,+,113,152.027618
quiet,JJ,__UNDEF__,+,113,152.027618
afternoon,NN,__UNDEF__,+,113,152.027618
sun,NN,__UNDEF__,+,113,152.027618
Eeyore,NP,__UNDEF__,+,112,150.682241
fine,JJ,__UNDEF__,+,112,150.682241
Armansky,NP,__UNDEF__,+,112,150.682241
hair,NN,__UNDEF__,+,112,150.682241
asleep,JJ,__UNDEF__,+,112,150.682241
off,IN,__UNDEF__,+,111,149.336864
work,VB,__UNDEF__,+,111,149.336864
sit,VB,__UNDEF__,+,111,149.336864
easy,JJ,__UNDEF__,+,110,147.991486
forward,RB,__UNDEF__,+,110,147.991486
Alice,NNS,__UNDEF__,+,109,146.646109
fox,NN,__UNDEF__,+,109,146.646109
working,VBG,__UNDEF__,+,109,146.646109
today,NN,__UNDEF__,+,109,146.646109
mouth,NN,__UNDEF__,+,109,146.646109
Thumbietot,NP,__UNDEF__,+,109,146.646109
wings,NNS,__UNDEF__,+,109,146.646109
comes,VBZ,__UNDEF__,+,109,146.646109
legs,NNS,__UNDEF__,+,108,145.300732
There,RB,__UNDEF__,+,108,145.300732
go,VBP,__UNDEF__,+,108,145.300732
slowly,RB,__UNDEF__,+,108,145.300732
news,NN,__UNDEF__,+,108,145.300732
strong,JJ,__UNDEF__,+,108,145.300732
Her,PRP$,__UNDEF__,+,108,145.300732
remember,VB,__UNDEF__,+,108,145.300732
wrong,JJ,__UNDEF__,+,107,143.955355
Martin,NN,__UNDEF__,+,107,143.955355
green,JJ,__UNDEF__,+,106,142.609978
job,NN,__UNDEF__,+,106,142.609978
deal,NN,__UNDEF__,+,106,142.609978
everyone,PRP,__UNDEF__,+,106,142.609978
Come,VB,__UNDEF__,+,106,142.609978
sight,NN,__UNDEF__,+,106,142.609978
middle,NN,__UNDEF__,+,106,142.609978
sometimes,RB,__UNDEF__,+,105,141.264601
mean,VBP,__UNDEF__,+,105,141.264601
cat,NN,__UNDEF__,+,105,141.264601
held,VBD,__UNDEF__,+,105,141.264601
exactly,RB,__UNDEF__,+,105,141.264601
Mountain,NP,__UNDEF__,+,105,141.264601
gold,NN,__UNDEF__,+,105,141.264601
past,JJ,__UNDEF__,+,104,139.919224
king,NN,__UNDEF__,+,104,139.919224
women,NNS,__UNDEF__,+,104,139.919224
finally,RB,__UNDEF__,+,104,139.919224
deep,JJ,__UNDEF__,+,104,139.919224
death,NN,__UNDEF__,+,104,139.919224
reason,NN,__UNDEF__,+,104,139.919224
ought,MD,__UNDEF__,+,103,138.573846
roof,NN,__UNDEF__,+,103,138.573846
"""That's",__UNDEF__,__UNDEF__,+,103,138.573846
standing,VBG,__UNDEF__,+,102,137.228469
feel,VB,__UNDEF__,+,102,137.228469
report,NN,__UNDEF__,+,102,137.228469
shook,VBD,__UNDEF__,+,102,137.228469
river,NN,__UNDEF__,+,102,137.228469
living,VBG,__UNDEF__,+,102,137.228469
used,VBD,__UNDEF__,+,102,137.228469
show,VB,__UNDEF__,+,102,137.228469
call,VB,__UNDEF__,+,102,137.228469
neck,NN,__UNDEF__,+,101,135.883092
strange,JJ,__UNDEF__,+,101,135.883092
wondered,VBD,__UNDEF__,+,101,135.883092
minute,NN,__UNDEF__,+,101,135.883092
pretty,RB,__UNDEF__,+,101,135.883092
sleep,VB,__UNDEF__,+,101,135.883092
sheep,NN,__UNDEF__,+,101,135.883092
till,IN,__UNDEF__,+,101,135.883092
running,VBG,__UNDEF__,+,101,135.883092
ready,JJ,__UNDEF__,+,101,135.883092
I'm,__UNDEF__,__UNDEF__,+,101,135.883092
happened,VBN,__UNDEF__,+,101,135.883092
real,JJ,__UNDEF__,+,100,134.537715
birthday,NN,__UNDEF__,+,100,134.537715
move,VB,__UNDEF__,+,100,134.537715
silence,NN,__UNDEF__,+,100,134.537715
Are,VBP,__UNDEF__,+,100,134.537715
talked,VBD,__UNDEF__,+,100,134.537715
actually,RB,__UNDEF__,+,100,134.537715
appeared,VBD,__UNDEF__,+,100,134.537715
ring,NN,__UNDEF__,+,100,134.537715
yourself,PRP,__UNDEF__,+,100,134.537715
From,IN,__UNDEF__,+,100,134.537715
edge,NN,__UNDEF__,+,100,134.537715
lying,VBG,__UNDEF__,+,99,133.192338
live,VB,__UNDEF__,+,99,133.192338
itself,PRP,__UNDEF__,+,99,133.192338
spring,NN,__UNDEF__,+,99,133.192338
up,IN,__UNDEF__,+,99,133.192338
stop,VB,__UNDEF__,+,99,133.192338
top,NN,__UNDEF__,+,98,131.846961
come,VBP,__UNDEF__,+,98,131.846961
hall,NN,__UNDEF__,+,98,131.846961
ANNE,NP,__UNDEF__,+,98,131.846961
straight,RB,__UNDEF__,+,98,131.846961
mountains,NNS,__UNDEF__,+,98,131.846961
simply,RB,__UNDEF__,+,98,131.846961
followed,VBD,__UNDEF__,+,98,131.846961
town,NN,__UNDEF__,+,98,131.846961
what,__UNDEF__,__UNDEF__,+,97,130.501584
moved,VBD,__UNDEF__,+,97,130.501584
With,IN,__UNDEF__,+,97,130.501584
late,JJ,__UNDEF__,+,97,130.501584
Good,JJ,__UNDEF__,+,97,130.501584
turn,VB,__UNDEF__,+,96,129.156206
blue,JJ,__UNDEF__,+,96,129.156206
in_all,RB,__UNDEF__,+,96,129.156206
wonder,VBP,__UNDEF__,+,96,129.156206
city,NN,__UNDEF__,+,96,129.156206
continued,VBD,__UNDEF__,+,96,129.156206
angry,JJ,__UNDEF__,+,95,127.810829
fly,VB,__UNDEF__,+,95,127.810829
lost,VBN,__UNDEF__,+,95,127.810829
feel,VBP,__UNDEF__,+,95,127.810829
write,VB,__UNDEF__,+,95,127.810829
laughed,VBD,__UNDEF__,+,95,127.810829
except,IN,__UNDEF__,+,95,127.810829
wait,VB,__UNDEF__,+,95,127.810829
one,PRP,__UNDEF__,+,95,127.810829
put,VBN,__UNDEF__,+,94,126.465452
questions,NNS,__UNDEF__,+,94,126.465452
difficult,JJ,__UNDEF__,+,93,125.120075
knows,VBZ,__UNDEF__,+,93,125.120075
sound,NN,__UNDEF__,+,93,125.120075
distance,NN,__UNDEF__,+,92,123.774698
thought,VBN,__UNDEF__,+,92,123.774698
met,VBD,__UNDEF__,+,92,123.774698
war,NN,__UNDEF__,+,92,123.774698
turned,VBN,__UNDEF__,+,92,123.774698
Cecilia,NP,__UNDEF__,+,91,122.429321
certain,JJ,__UNDEF__,+,91,122.429321
nodded,VBD,__UNDEF__,+,91,122.429321
By,IN,__UNDEF__,+,91,122.429321
narrow,JJ,__UNDEF__,+,91,122.429321
known,VBN,__UNDEF__,+,91,122.429321
answer,NN,__UNDEF__,+,91,122.429321
she,__UNDEF__,__UNDEF__,+,90,121.083943
corner,NN,__UNDEF__,+,90,121.083943
paper,NN,__UNDEF__,+,90,121.083943
rats,NNS,__UNDEF__,+,90,121.083943
Who,WP,__UNDEF__,+,90,121.083943
direction,NN,__UNDEF__,+,90,121.083943
low,JJ,__UNDEF__,+,90,121.083943
single,JJ,__UNDEF__,+,90,121.083943
heavy,JJ,__UNDEF__,+,90,121.083943
brought,VBD,__UNDEF__,+,89,119.738566
nose,NN,__UNDEF__,+,89,119.738566
ones,NNS,__UNDEF__,+,89,119.738566
trouble,NN,__UNDEF__,+,89,119.738566
Stockholm,NP,__UNDEF__,+,89,119.738566
decided,VBD,__UNDEF__,+,89,119.738566
little,RB,__UNDEF__,+,89,119.738566
possible,JJ,__UNDEF__,+,89,119.738566
use,NN,__UNDEF__,+,89,119.738566
waiting,VBG,__UNDEF__,+,88,118.393189
books,NNS,__UNDEF__,+,88,118.393189
party,NN,__UNDEF__,+,88,118.393189
-,__UNDEF__,__UNDEF__,+,88,118.393189
fast,RB,__UNDEF__,+,88,118.393189
winter,NN,__UNDEF__,+,88,118.393189
flying,VBG,__UNDEF__,+,88,118.393189
Father,NN,__UNDEF__,+,88,118.393189
tired,VBN,__UNDEF__,+,87,117.047812
child,NN,__UNDEF__,+,87,117.047812
sky,NN,__UNDEF__,+,87,117.047812
spoke,VBD,__UNDEF__,+,87,117.047812
raised,VBD,__UNDEF__,+,87,117.047812
wooden,JJ,__UNDEF__,+,86,115.702435
makes,VBZ,__UNDEF__,+,86,115.702435
pictures,NNS,__UNDEF__,+,86,115.702435
boat,NN,__UNDEF__,+,86,115.702435
That's,__UNDEF__,__UNDEF__,+,86,115.702435
Miep,NP,__UNDEF__,+,86,115.702435
clear,JJ,__UNDEF__,+,86,115.702435
me,__UNDEF__,__UNDEF__,+,86,115.702435
speak,VB,__UNDEF__,+,86,115.702435
computer,NN,__UNDEF__,+,86,115.702435
not,__UNDEF__,__UNDEF__,+,86,115.702435
set,VBD,__UNDEF__,+,86,115.702435
understood,VBD,__UNDEF__,+,85,114.357058
waited,VBD,__UNDEF__,+,85,114.357058
entire,JJ,__UNDEF__,+,85,114.357058
inside,IN,__UNDEF__,+,85,114.357058
bring,VB,__UNDEF__,+,85,114.357058
get,VBP,__UNDEF__,+,85,114.357058
his,__UNDEF__,__UNDEF__,+,85,114.357058
weeks,NNS,__UNDEF__,+,85,114.357058
outside,IN,__UNDEF__,+,85,114.357058
dragon,NN,__UNDEF__,+,85,114.357058
body,NN,__UNDEF__,+,85,114.357058
loud,JJ,__UNDEF__,+,85,114.357058
animals,NNS,__UNDEF__,+,85,114.357058
Bep,NP,__UNDEF__,+,85,114.357058
yes,RB,__UNDEF__,+,84,113.011681
Can,MD,__UNDEF__,+,84,113.011681
wide,JJ,__UNDEF__,+,84,113.011681
jumped,VBD,__UNDEF__,+,84,113.011681
farm,NN,__UNDEF__,+,84,113.011681
liked,VBD,__UNDEF__,+,84,113.011681
spent,VBD,__UNDEF__,+,84,113.011681
Some,DT,__UNDEF__,+,84,113.011681
desk,NN,__UNDEF__,+,84,113.011681
walls,NNS,__UNDEF__,+,83,111.666303
run,VB,__UNDEF__,+,83,111.666303
threw,VBD,__UNDEF__,+,83,111.666303
Anne,NP,__UNDEF__,+,83,111.666303
added,VBD,__UNDEF__,+,83,111.666303
open,VB,__UNDEF__,+,83,111.666303
like,VBP,__UNDEF__,+,83,111.666303
told,VBN,__UNDEF__,+,83,111.666303
half,NN,__UNDEF__,+,83,111.666303
parents,NNS,__UNDEF__,+,83,111.666303
at,__UNDEF__,__UNDEF__,+,83,111.666303
happen,VB,__UNDEF__,+,83,111.666303
care,NN,__UNDEF__,+,83,111.666303
chance,NN,__UNDEF__,+,82,110.320926
Gollum,NP,__UNDEF__,+,82,110.320926
elk,NN,__UNDEF__,+,82,110.320926
hold,VB,__UNDEF__,+,82,110.320926
bird,NN,__UNDEF__,+,82,110.320926
arm,NN,__UNDEF__,+,82,110.320926
mean,VB,__UNDEF__,+,81,108.975549
chair,NN,__UNDEF__,+,81,108.975549
brought,VBN,__UNDEF__,+,81,108.975549
below,IN,__UNDEF__,+,81,108.975549
shoes,NNS,__UNDEF__,+,81,108.975549
rushed,VBD,__UNDEF__,+,81,108.975549
remembered,VBD,__UNDEF__,+,81,108.975549
noticed,VBD,__UNDEF__,+,80,107.630172
says,VBZ,__UNDEF__,+,80,107.630172
help,NN,__UNDEF__,+,80,107.630172
places,NNS,__UNDEF__,+,80,107.630172
better,RBR,__UNDEF__,+,80,107.630172
eye,NN,__UNDEF__,+,80,107.630172
sudden,JJ,__UNDEF__,+,80,107.630172
street,NN,__UNDEF__,+,80,107.630172
immediately,RB,__UNDEF__,+,80,107.630172
conversation,NN,__UNDEF__,+,80,107.630172
clothes,NNS,__UNDEF__,+,79,106.284795
rock,NN,__UNDEF__,+,79,106.284795
especially,RB,__UNDEF__,+,79,106.284795
ears,NNS,__UNDEF__,+,79,106.284795
love,NN,__UNDEF__,+,79,106.284795
houses,NNS,__UNDEF__,+,79,106.284795
become,VBN,__UNDEF__,+,79,106.284795
Jarro,NP,__UNDEF__,+,79,106.284795
truth,NN,__UNDEF__,+,78,104.939418
wood,NN,__UNDEF__,+,78,104.939418
sorry,JJ,__UNDEF__,+,78,104.939418
imagine,VB,__UNDEF__,+,78,104.939418
feeling,NN,__UNDEF__,+,78,104.939418
stairs,NNS,__UNDEF__,+,78,104.939418
can,__UNDEF__,__UNDEF__,+,78,104.939418
close,RB,__UNDEF__,+,78,104.939418
breakfast,NN,__UNDEF__,+,78,104.939418
Smirre,NP,__UNDEF__,+,78,104.939418
serious,JJ,__UNDEF__,+,77,103.594041
problem,NN,__UNDEF__,+,77,103.594041
thought,NN,__UNDEF__,+,77,103.594041
goes,VBZ,__UNDEF__,+,77,103.594041
King,NP,__UNDEF__,+,77,103.594041
written,VBN,__UNDEF__,+,77,103.594041
so,IN,__UNDEF__,+,77,103.594041
forgotten,VBN,__UNDEF__,+,76,102.248663
within,IN,__UNDEF__,+,76,102.248663
pulled,VBD,__UNDEF__,+,76,102.248663
seems,VBZ,__UNDEF__,+,76,102.248663
valley,NN,__UNDEF__,+,76,102.248663
use,VB,__UNDEF__,+,76,102.248663
suppose,VBP,__UNDEF__,+,76,102.248663
Smaug,NP,__UNDEF__,+,76,102.248663
dinner,NN,__UNDEF__,+,76,102.248663
luck,NN,__UNDEF__,+,75,100.903286
set,VBN,__UNDEF__,+,75,100.903286
car,NN,__UNDEF__,+,75,100.903286
wife,NN,__UNDEF__,+,75,100.903286
a_lot_of,DT,__UNDEF__,+,75,100.903286
Kanga,NP,__UNDEF__,+,75,100.903286
pocket,NN,__UNDEF__,+,75,100.903286
answer,VB,__UNDEF__,+,75,100.903286
peace,NN,__UNDEF__,+,75,100.903286
gate,NN,__UNDEF__,+,74,99.557909
about,__UNDEF__,__UNDEF__,+,74,99.557909
rose,VBD,__UNDEF__,+,74,99.557909
believe,VBP,__UNDEF__,+,74,99.557909
indeed,RB,__UNDEF__,+,74,99.557909
although,IN,__UNDEF__,+,74,99.557909
so,__UNDEF__,__UNDEF__,+,74,99.557909
means,VBZ,__UNDEF__,+,74,99.557909
least,JJS,__UNDEF__,+,74,99.557909
magazine,NN,__UNDEF__,+,74,99.557909
bit,NN,__UNDEF__,+,73,98.212532
surprised,VBN,__UNDEF__,+,73,98.212532
hiding,VBG,__UNDEF__,+,73,98.212532
brother,NN,__UNDEF__,+,73,98.212532
such,JJ,__UNDEF__,+,73,98.212532
shore,NN,__UNDEF__,+,73,98.212532
situation,NN,__UNDEF__,+,73,98.212532
showed,VBD,__UNDEF__,+,73,98.212532
Perhaps,RB,__UNDEF__,+,73,98.212532
stones,NNS,__UNDEF__,+,73,98.212532
walking,VBG,__UNDEF__,+,73,98.212532
line,NN,__UNDEF__,+,73,98.212532
stand,VB,__UNDEF__,+,73,98.212532
meet,VB,__UNDEF__,+,73,98.212532
Sally,NP,__UNDEF__,+,73,98.212532
whom,WP,__UNDEF__,+,73,98.212532
steps,NNS,__UNDEF__,+,73,98.212532
beyond,IN,__UNDEF__,+,72,96.867155
Kris,NP,__UNDEF__,+,72,96.867155
climbed,VBD,__UNDEF__,+,72,96.867155
flock,NN,__UNDEF__,+,72,96.867155
impossible,JJ,__UNDEF__,+,72,96.867155
account,NN,__UNDEF__,+,72,96.867155
Queen,NP,__UNDEF__,+,72,96.867155
age,NN,__UNDEF__,+,72,96.867155
church,NN,__UNDEF__,+,72,96.867155
half,DT,__UNDEF__,+,71,95.521778
son,NN,__UNDEF__,+,71,95.521778
Martin_Vanger,NP,__UNDEF__,+,71,95.521778
stars,NNS,__UNDEF__,+,71,95.521778
six,Z,__UNDEF__,+,71,95.521778
terrible,JJ,__UNDEF__,+,71,95.521778
board,NN,__UNDEF__,+,71,95.521778
caught,VBN,__UNDEF__,+,71,95.521778
Jemima,NP,__UNDEF__,+,71,95.521778
Henrik_Vanger,NP,__UNDEF__,+,71,95.521778
folk,NN,__UNDEF__,+,70,94.1764
flower,NN,__UNDEF__,+,70,94.1764
planet,NN,__UNDEF__,+,70,94.1764
become,VB,__UNDEF__,+,70,94.1764
elf,NN,__UNDEF__,+,70,94.1764
months,NNS,__UNDEF__,+,70,94.1764
ice,NN,__UNDEF__,+,70,94.1764
carefully,RB,__UNDEF__,+,70,94.1764
tone,NN,__UNDEF__,+,70,94.1764
earth,NN,__UNDEF__,+,70,94.1764
perfectly,RB,__UNDEF__,+,70,94.1764
important,JJ,__UNDEF__,+,70,94.1764
live,VBP,__UNDEF__,+,70,94.1764
follow,VB,__UNDEF__,+,69,92.831023
thick,JJ,__UNDEF__,+,69,92.831023
out,RB,__UNDEF__,+,69,92.831023
carried,VBD,__UNDEF__,+,69,92.831023
hope,VBP,__UNDEF__,+,69,92.831023
meant,VBD,__UNDEF__,+,69,92.831023
downstairs,NNS,__UNDEF__,+,69,92.831023
daughter,NN,__UNDEF__,+,69,92.831023
empty,JJ,__UNDEF__,+,69,92.831023
telling,VBG,__UNDEF__,+,69,92.831023
branch,NN,__UNDEF__,+,69,92.831023
catch,VB,__UNDEF__,+,69,92.831023
we,__UNDEF__,__UNDEF__,+,68,91.485646
bathroom,NN,__UNDEF__,+,68,91.485646
accident,NN,__UNDEF__,+,68,91.485646
garden,NN,__UNDEF__,+,68,91.485646
shoulder,NN,__UNDEF__,+,68,91.485646
key,NN,__UNDEF__,+,68,91.485646
ahead,RB,__UNDEF__,+,68,91.485646
out,IN,__UNDEF__,+,68,91.485646
ten,Z,__UNDEF__,+,68,91.485646
bank,NN,__UNDEF__,+,68,91.485646
her,__UNDEF__,__UNDEF__,+,68,91.485646
Dad,NP,__UNDEF__,+,68,91.485646
most,DT,__UNDEF__,+,68,91.485646
look,VBP,__UNDEF__,+,67,90.140269
ANNE_M._FRANK,NP,__UNDEF__,+,67,90.140269
interest,NN,__UNDEF__,+,67,90.140269
smoke,NN,__UNDEF__,+,67,90.140269
stream,NN,__UNDEF__,+,67,90.140269
safe,JJ,__UNDEF__,+,67,90.140269
branches,NNS,__UNDEF__,+,67,90.140269
worse,JJR,__UNDEF__,+,67,90.140269
begin,VB,__UNDEF__,+,67,90.140269
along_with,IN,__UNDEF__,+,67,90.140269
sister,NN,__UNDEF__,+,67,90.140269
elves,NNS,__UNDEF__,+,67,90.140269
piece,NN,__UNDEF__,+,67,90.140269
passed,VBD,__UNDEF__,+,66,88.794892
start,VB,__UNDEF__,+,66,88.794892
Balin,NP,__UNDEF__,+,66,88.794892
Finally,RB,__UNDEF__,+,66,88.794892
Owl,NP,__UNDEF__,+,66,88.794892
turning,VBG,__UNDEF__,+,66,88.794892
allowed,VBN,__UNDEF__,+,66,88.794892
on,RP,__UNDEF__,+,66,88.794892
or,__UNDEF__,__UNDEF__,+,66,88.794892
noise,NN,__UNDEF__,+,66,88.794892
rain,NN,__UNDEF__,+,66,88.794892
none,PRP,__UNDEF__,+,66,88.794892
tiny,JJ,__UNDEF__,+,66,88.794892
While,IN,__UNDEF__,+,65,87.449515
sent,VBN,__UNDEF__,+,65,87.449515
information,NN,__UNDEF__,+,65,87.449515
bright,JJ,__UNDEF__,+,65,87.449515
are,__UNDEF__,__UNDEF__,+,65,87.449515
thoughts,NNS,__UNDEF__,+,65,87.449515
caught,VBD,__UNDEF__,+,65,87.449515
drove,VBD,__UNDEF__,+,65,87.449515
Suddenly,RB,__UNDEF__,+,65,87.449515
At_last,RB,__UNDEF__,+,65,87.449515
Have,VBP,__UNDEF__,+,65,87.449515
foot,NN,__UNDEF__,+,65,87.449515
alive,JJ,__UNDEF__,+,65,87.449515
wished,VBD,__UNDEF__,+,65,87.449515
wizard,NN,__UNDEF__,+,64,86.104138
woods,NNS,__UNDEF__,+,64,86.104138
talk,NN,__UNDEF__,+,64,86.104138
following,VBG,__UNDEF__,+,64,86.104138
box,NN,__UNDEF__,+,64,86.104138
beginning,VBG,__UNDEF__,+,64,86.104138
wolves,NNS,__UNDEF__,+,64,86.104138
tears,NNS,__UNDEF__,+,64,86.104138
girls,NNS,__UNDEF__,+,64,86.104138
top,JJ,__UNDEF__,+,64,86.104138
stayed,VBD,__UNDEF__,+,64,86.104138
broken,VBN,__UNDEF__,+,64,86.104138
outside,JJ,__UNDEF__,+,64,86.104138
just,__UNDEF__,__UNDEF__,+,64,86.104138
meeting,NN,__UNDEF__,+,64,86.104138
Roo,NP,__UNDEF__,+,64,86.104138
farther,RBR,__UNDEF__,+,64,86.104138
Christmas,NP,__UNDEF__,+,63,84.75876
Gottfried,NP,__UNDEF__,+,63,84.75876
light,JJ,__UNDEF__,+,63,84.75876
Since,IN,__UNDEF__,+,63,84.75876
seem,VB,__UNDEF__,+,63,84.75876
service,NN,__UNDEF__,+,63,84.75876
song,NN,__UNDEF__,+,63,84.75876
hold,NN,__UNDEF__,+,63,84.75876
listening,VBG,__UNDEF__,+,63,84.75876
usually,RB,__UNDEF__,+,63,84.75876
'd,VBD,__UNDEF__,+,63,84.75876
Beorn,NP,__UNDEF__,+,63,84.75876
Dunfin,NP,__UNDEF__,+,63,84.75876
Mother,NN,__UNDEF__,+,63,84.75876
crows,NNS,__UNDEF__,+,63,84.75876
listen,VB,__UNDEF__,+,63,84.75876
this,__UNDEF__,__UNDEF__,+,63,84.75876
tail,NN,__UNDEF__,+,63,84.75876
pleased,VBN,__UNDEF__,+,62,83.413383
heads,NNS,__UNDEF__,+,62,83.413383
less,RB,__UNDEF__,+,62,83.413383
feeling,VBG,__UNDEF__,+,62,83.413383
quietly,RB,__UNDEF__,+,62,83.413383
snake,NN,__UNDEF__,+,62,83.413383
doors,NNS,__UNDEF__,+,62,83.413383
looks,VBZ,__UNDEF__,+,62,83.413383
cottage,NN,__UNDEF__,+,62,83.413383
silent,JJ,__UNDEF__,+,62,83.413383
surprise,NN,__UNDEF__,+,62,83.413383
walk,VB,__UNDEF__,+,62,83.413383
photograph,NN,__UNDEF__,+,62,83.413383
when,__UNDEF__,__UNDEF__,+,62,83.413383
lay,VB,__UNDEF__,+,62,83.413383
somewhere,RB,__UNDEF__,+,62,83.413383
grown,VBN,__UNDEF__,+,62,83.413383
dear,NN,__UNDEF__,+,62,83.413383
free,JJ,__UNDEF__,+,61,82.068006
These,DT,__UNDEF__,+,61,82.068006
changed,VBN,__UNDEF__,+,61,82.068006
fallen,VBN,__UNDEF__,+,61,82.068006
busy,JJ,__UNDEF__,+,61,82.068006
died,VBD,__UNDEF__,+,61,82.068006
dare,VB,__UNDEF__,+,61,82.068006
carry,VB,__UNDEF__,+,61,82.068006
forget,VB,__UNDEF__,+,61,82.068006
Harriet_Vanger,NP,__UNDEF__,+,61,82.068006
drew,VBD,__UNDEF__,+,61,82.068006
Before,IN,__UNDEF__,+,61,82.068006
Mr._Kleiman,NP,__UNDEF__,+,61,82.068006
dropped,VBD,__UNDEF__,+,61,82.068006
journey,NN,__UNDEF__,+,61,82.068006
picture,NN,__UNDEF__,+,61,82.068006
third,JJ,__UNDEF__,+,61,82.068006
Erika,NP,__UNDEF__,+,60,80.722629
Jews,NP,__UNDEF__,+,60,80.722629
Mr._Kugler,NP,__UNDEF__,+,60,80.722629
moon,NN,__UNDEF__,+,60,80.722629
fear,NN,__UNDEF__,+,60,80.722629
court,NN,__UNDEF__,+,60,80.722629
cow,NN,__UNDEF__,+,60,80.722629
danger,NN,__UNDEF__,+,60,80.722629
worked,VBD,__UNDEF__,+,60,80.722629
sounded,VBD,__UNDEF__,+,60,80.722629
easily,RB,__UNDEF__,+,60,80.722629
hidden,VBN,__UNDEF__,+,60,80.722629
save,VB,__UNDEF__,+,60,80.722629
begun,VBN,__UNDEF__,+,60,80.722629
reached,VBD,__UNDEF__,+,60,80.722629
subject,NN,__UNDEF__,+,60,80.722629
very,JJ,__UNDEF__,+,59,79.377252
wondering,VBG,__UNDEF__,+,59,79.377252
During,IN,__UNDEF__,+,59,79.377252
teacher,NN,__UNDEF__,+,59,79.377252
need,VB,__UNDEF__,+,59,79.377252
ordinary,JJ,__UNDEF__,+,59,79.377252
early,JJ,__UNDEF__,+,59,79.377252
Only,RB,__UNDEF__,+,59,79.377252
hung,VBD,__UNDEF__,+,59,79.377252
built,VBN,__UNDEF__,+,59,79.377252
sent,VBD,__UNDEF__,+,59,79.377252
explain,VB,__UNDEF__,+,59,79.377252
hole,NN,__UNDEF__,+,59,79.377252
listened,VBD,__UNDEF__,+,59,79.377252
quick,JJ,__UNDEF__,+,59,79.377252
Soon,RB,__UNDEF__,+,59,79.377252
dark,NN,__UNDEF__,+,59,79.377252
pine,NN,__UNDEF__,+,59,79.377252
Gorgo,NP,__UNDEF__,+,59,79.377252
yesterday,NN,__UNDEF__,+,59,79.377252
asking,VBG,__UNDEF__,+,59,79.377252
please,VB,__UNDEF__,+,59,79.377252
Their,PRP$,__UNDEF__,+,58,78.031875
frightened,VBN,__UNDEF__,+,58,78.031875
reached,VBN,__UNDEF__,+,58,78.031875
That,IN,__UNDEF__,+,58,78.031875
Mr._Baggins,NP,__UNDEF__,+,58,78.031875
giving,VBG,__UNDEF__,+,58,78.031875
castle,NN,__UNDEF__,+,58,78.031875
understand,VBP,__UNDEF__,+,58,78.031875
Clement,NP,__UNDEF__,+,58,78.031875
attic,NN,__UNDEF__,+,58,78.031875
apartment,NN,__UNDEF__,+,58,78.031875
disappeared,VBD,__UNDEF__,+,58,78.031875
But,__UNDEF__,__UNDEF__,+,57,76.686498
wonderful,JJ,__UNDEF__,+,57,76.686498
potatoes,NNS,__UNDEF__,+,57,76.686498
smiled,VBD,__UNDEF__,+,57,76.686498
reach,VB,__UNDEF__,+,57,76.686498
met,VBN,__UNDEF__,+,57,76.686498
game,NN,__UNDEF__,+,57,76.686498
jacket,NN,__UNDEF__,+,57,76.686498
one,__UNDEF__,__UNDEF__,+,57,76.686498
sank,VBD,__UNDEF__,+,57,76.686498
arrived,VBD,__UNDEF__,+,57,76.686498
expected,VBN,__UNDEF__,+,56,75.34112
flowers,NNS,__UNDEF__,+,56,75.34112
sick,JJ,__UNDEF__,+,56,75.34112
laughing,VBG,__UNDEF__,+,56,75.34112
Osa,NP,__UNDEF__,+,56,75.34112
rate,NN,__UNDEF__,+,56,75.34112
grass,NN,__UNDEF__,+,56,75.34112
cake,NN,__UNDEF__,+,56,75.34112
passed,VBN,__UNDEF__,+,56,75.34112
plain,JJ,__UNDEF__,+,56,75.34112
Because,IN,__UNDEF__,+,56,75.34112
creature,NN,__UNDEF__,+,56,75.34112
from,__UNDEF__,__UNDEF__,+,56,75.34112
Sweden,NP,__UNDEF__,+,56,75.34112
The,__UNDEF__,__UNDEF__,+,56,75.34112
windows,NNS,__UNDEF__,+,56,75.34112
Grayskin,NP,__UNDEF__,+,56,75.34112
private,JJ,__UNDEF__,+,56,75.34112
broad,JJ,__UNDEF__,+,55,73.995743
sense,NN,__UNDEF__,+,55,73.995743
